date,lat,lon,log_CI_cells_mL,bloom
2016-07-13,44.67810570958355,-122.19169226682271,8.749823353377373,0
2016-07-13,44.67810570958355,-122.19513425235763,8.749823353377373,0
2016-07-13,44.68498968065339,-122.19857623789257,8.749823353377373,0
2016-07-13,44.69187365172321,-122.20890219449734,8.749823353377373,0
2016-07-13,44.69187365172321,-122.21234418003226,8.749823353377373,0
2016-07-13,44.69187365172321,-122.21578616556718,8.749823353377373,0
2016-07-13,44.69187365172322,-122.2054602089624,11.236615253810943,1
2016-07-13,44.69187365172322,-122.20890219449733,11.982652823941013,1
2016-07-13,44.69187365172322,-122.21234418003225,11.568187507202085,1
2016-07-13,44.69187365172322,-122.21578616556717,10.407684620333086,1
2016-07-13,44.69531563725813,-122.19857623789258,8.749823353377373,0
2016-07-13,44.69531563725813,-122.2020182234275,8.749823353377373,0
2016-07-13,44.69531563725813,-122.20546020896242,8.749823353377373,0
2016-07-13,44.69531563725813,-122.20890219449734,8.749823353377373,0
2016-07-13,44.69531563725814,-122.19857623789257,11.706342612781727,1
2016-07-13,44.69531563725814,-122.20201822342749,11.982652823941013,1
2016-07-13,44.69531563725814,-122.2054602089624,11.45766342273837,1
2016-07-13,44.69531563725814,-122.20890219449733,11.678711591665799,1
2016-07-13,44.69531563725814,-122.21234418003225,11.899759760593229,1
2016-07-13,44.69531563725814,-122.21578616556717,11.899759760593229,1
2016-07-13,44.69531563725814,-122.21922815110209,12.037914866172871,1
2016-07-13,44.69531563725814,-122.222670136637,8.749823353377373,0
2016-07-13,44.69531563725814,-122.22611212217193,8.749823353377373,0
2016-07-13,44.69875762279305,-122.19169226682276,8.749823353377373,0
2016-07-13,44.69875762279305,-122.19513425235766,8.749823353377373,0
2016-07-13,44.69875762279305,-122.19857623789258,8.749823353377373,0
2016-07-13,44.69875762279305,-122.2020182234275,8.749823353377373,0
2016-07-13,44.69875762279305,-122.20546020896242,8.749823353377373,0
2016-07-13,44.69875762279306,-122.19169226682271,11.678711591665799,1
2016-07-13,44.69875762279306,-122.19513425235763,12.037914866172871,1
2016-07-13,44.69875762279306,-122.19857623789257,11.872128739477299,1
2016-07-13,44.69875762279306,-122.20201822342749,11.374770359390586,1
2016-07-13,44.69875762279306,-122.2054602089624,11.374770359390586,1
2016-07-13,44.69875762279306,-122.22611212217193,8.749823353377373,0
2016-07-13,44.69875762279306,-122.22955410770685,8.749823353377373,0
2016-07-13,44.69875762279306,-122.23299609324177,8.749823353377373,0
2016-07-13,44.69875762279306,-122.23643807877669,11.706342612781727,1
2016-07-13,44.69875762279306,-122.24332204984653,8.749823353377373,0
2016-07-13,44.69875762279306,-122.24676403538145,8.749823353377373,0
2016-07-13,44.70219960832797,-122.18825028128784,8.749823353377373,0
2016-07-13,44.70219960832797,-122.19169226682276,8.749823353377373,0
2016-07-13,44.70219960832797,-122.19513425235766,8.749823353377373,0
2016-07-13,44.70219960832797,-122.19857623789258,8.749823353377373,0
2016-07-13,44.70219960832797,-122.23643807877669,8.749823353377373,0
2016-07-13,44.70219960832797,-122.2398800643116,8.749823353377373,0
2016-07-13,44.70219960832798,-122.18825028128782,12.037914866172871,1
2016-07-13,44.70219960832798,-122.19169226682271,8.749823353377373,0
2016-07-13,44.70219960832798,-122.19513425235763,8.749823353377373,0
2016-07-13,44.70219960832798,-122.19857623789257,11.65108057054987,1
2016-07-13,44.70219960832798,-122.23299609324177,8.749823353377373,0
2016-07-13,44.70219960832798,-122.23643807877669,8.749823353377373,0
2016-07-13,44.70219960832798,-122.2398800643116,8.749823353377373,0
2016-07-13,44.705641593862886,-122.181366310218,8.749823353377373,0
2016-07-13,44.705641593862886,-122.18480829575292,8.749823353377373,0
2016-07-13,44.705641593862886,-122.18825028128784,8.749823353377373,0
2016-07-13,44.705641593862886,-122.19169226682276,8.749823353377373,0
2016-07-13,44.705641593862886,-122.19513425235766,8.749823353377373,0
2016-07-13,44.705641593862886,-122.23643807877669,8.749823353377373,0
2016-07-13,44.705641593862886,-122.2398800643116,8.749823353377373,0
2016-07-13,44.7056415938629,-122.18136631021798,8.749823353377373,0
2016-07-13,44.7056415938629,-122.1848082957529,10.822149937072014,1
2016-07-13,44.7056415938629,-122.18825028128782,11.26424627492687,1
