date,lat,lon,log_CI_cells_mL,bloom
2018-05-15,44.67810570958355,-122.19169226682271,8.749823353377373,0
2018-05-15,44.67810570958355,-122.19513425235763,8.749823353377373,0
2018-05-15,44.68498968065339,-122.19857623789257,8.749823353377373,0
2018-05-15,44.69187365172321,-122.20890219449734,8.749823353377373,0
2018-05-15,44.69187365172321,-122.21234418003226,8.749823353377373,0
2018-05-15,44.69187365172321,-122.21578616556718,8.749823353377373,0
2018-05-15,44.69187365172322,-122.2054602089624,11.26424627492687,1
2018-05-15,44.69187365172322,-122.20890219449733,12.037914866172871,1
2018-05-15,44.69187365172322,-122.21234418003225,11.678711591665799,1
2018-05-15,44.69187365172322,-122.21578616556717,11.595818528318013,1
2018-05-15,44.69531563725813,-122.19857623789258,8.749823353377373,0
2018-05-15,44.69531563725813,-122.2020182234275,8.749823353377373,0
2018-05-15,44.69531563725813,-122.20546020896242,8.749823353377373,0
2018-05-15,44.69531563725813,-122.20890219449734,8.749823353377373,0
2018-05-15,44.69531563725814,-122.19857623789257,11.43003240162244,1
2018-05-15,44.69531563725814,-122.20201822342749,10.103743388057872,1
2018-05-15,44.69531563725814,-122.2054602089624,12.065545887288799,1
2018-05-15,44.69531563725814,-122.20890219449733,11.982652823941013,1
2018-05-15,44.69531563725814,-122.21234418003225,12.2589630351003,1
2018-05-15,44.69531563725814,-122.21578616556717,12.2589630351003,1
2018-05-15,44.69531563725814,-122.21922815110209,9.57875398685523,1
2018-05-15,44.69531563725814,-122.222670136637,12.176069971752513,1
2018-05-15,44.69531563725814,-122.22611212217193,8.749823353377373,0
2018-05-15,44.69875762279305,-122.19169226682276,8.749823353377373,0
2018-05-15,44.69875762279305,-122.19513425235766,8.749823353377373,0
2018-05-15,44.69875762279305,-122.19857623789258,8.749823353377373,0
2018-05-15,44.69875762279305,-122.2020182234275,8.749823353377373,0
2018-05-15,44.69875762279305,-122.20546020896242,8.749823353377373,0
2018-05-15,44.69875762279306,-122.19169226682271,11.678711591665799,1
2018-05-15,44.69875762279306,-122.19513425235763,11.236615253810943,1
2018-05-15,44.69875762279306,-122.19857623789257,11.402401380506515,1
2018-05-15,44.69875762279306,-122.20201822342749,12.231332013984371,1
2018-05-15,44.69875762279306,-122.2054602089624,12.231332013984371,1
2018-05-15,44.69875762279306,-122.22611212217193,11.816866697245441,1
2018-05-15,44.69875762279306,-122.22955410770685,11.816866697245441,1
2018-05-15,44.69875762279306,-122.23299609324177,11.816866697245441,1
2018-05-15,44.69875762279306,-122.23643807877669,8.749823353377373,0
2018-05-15,44.69875762279306,-122.24332204984653,8.749823353377373,0
