t,Blowout,Heater,Log Boom
5/29/2014 10:30,,0.15,
5/29/2014 11:00,0.15,,
6/3/2014 11:30,,0.15,
6/3/2014 11:33,0.15,,
6/5/2014 12:15,0.15,,
6/5/2014 12:30,,0.15,
6/10/2014 12:10,,0.15,
6/17/2014 11:30,,0.15,
6/24/2014 12:05,,0.15,
7/1/2014 11:30,,0.15,
7/8/2014 11:30,,0.15,
7/15/2014 11:20,,0.15,
7/22/2014 10:30,,0.15,
7/29/2014 11:10,,0.15,
8/4/2014 12:00,,0.15,
8/8/2014 12:20,,,0.15
8/12/2014 10:40,,0.15,
8/19/2014 11:15,,0.15,
8/27/2014 11:10,,0.15,
9/2/2014 12:05,,0.15,
9/9/2014 13:30,,0.15,
9/16/2014 11:00,,0.15,
9/24/2014 11:00,,0.15,
9/30/2014 11:23,,0.15,
10/7/2014 11:23,,0.15,
10/14/2014 11:30,,0.15,
10/21/2014 11:43,,0.15,
