date,14178000,14179000,14180300,14181500
1/1/2020,5.3,5.8,5.4,6.8
1/2/2020,5,5.7,5.3,6.7
1/3/2020,4.6,5.4,4.9,6.4
1/4/2020,4.3,5,4.5,6.4
1/5/2020,3.9,4.5,4.1,6.3
1/6/2020,3.8,4.2,4.4,6.2
1/7/2020,4.6,5.1,5,6.3
1/8/2020,4.3,5.2,4.8,6.3
1/9/2020,3.8,4.8,4.3,6.2
1/10/2020,3.8,4.5,4.3,6
1/11/2020,3.3,4.5,4.6,6
1/12/2020,3.1,4.1,4.3,6
1/13/2020,2.9,4.1,4,5.8
1/14/2020,2.6,3.4,3.2,5.6
1/15/2020,2.5,3.3,3.1,5.5
1/16/2020,3.1,3.5,3.2,5.6
1/17/2020,2.9,3.5,3.1,5.6
1/18/2020,3.3,3.6,3.3,5.5
1/19/2020,3.5,3.9,3.4,5.5
1/20/2020,3.8,4.3,3.7,5.5
1/21/2020,4,4.5,3.9,5.6
1/22/2020,4.1,4.7,4.1,5.6
1/23/2020,4.3,5,4.4,5.4
1/24/2020,4.5,5.1,4.7,5.6
1/25/2020,4.6,5.3,4.8,5.5
1/26/2020,4.6,5.3,4.9,5.6
1/27/2020,4.6,5.2,4.9,5.4
1/28/2020,4.6,5.3,5,5.5
1/29/2020,4.7,5.4,5.2,5.5
1/30/2020,4.7,5.3,5.1,5.6
1/31/2020,5,5.6,5.4,5.7
2/1/2020,4.8,5.4,5.3,5.5
2/2/2020,4.1,4.7,4.4,5.3
2/3/2020,3.7,4.2,3.8,5.3
2/4/2020,3.4,4,3.4,5.4
2/5/2020,3.7,4.3,4,5.4
2/6/2020,4.4,5.1,4.7,5.8
2/7/2020,4.8,5.4,5.1,6
2/8/2020,4.2,4.8,4.4,5.5
2/9/2020,4.1,4.6,4.2,5.3
2/10/2020,4.2,4.6,4.2,5.4
2/11/2020,4.2,4.7,4.3,5.6
2/12/2020,4.4,4.8,4.3,5.6
2/13/2020,3.9,4.3,3.9,5.5
2/14/2020,4.4,4.7,4.3,5.6
2/15/2020,4.4,4.6,4.3,5.5
2/16/2020,4,4.2,3.8,5.4
2/17/2020,4.1,4.5,3.9,5.5
2/18/2020,3.3,3.7,3.3,5.4
2/19/2020,3.2,3.5,3,5.3
2/20/2020,3.5,3.6,3.2,5.3
2/21/2020,3.6,3.8,3.3,5.3
2/22/2020,3.9,3.9,3.4,5.4
2/23/2020,4,4.1,3.6,5.5
2/24/2020,4,4.2,3.7,5.4
2/25/2020,3.8,4,3.3,5.3
2/26/2020,4.6,4.7,4,5.4
2/27/2020,4.1,4.2,3.8,5.5
2/28/2020,4.3,4.4,3.9,5.5
2/29/2020,4.3,4.4,3.7,5.6
3/1/2020,4,4.2,3.4,5.5
3/2/2020,4.3,4.4,3.8,5.4
3/3/2020,5,5.1,4.5,5.4
3/4/2020,5.2,5.3,4.7,5.6
3/5/2020,4.7,4.7,4.2,5.6
3/6/2020,4.8,4.9,4.4,5.6
3/7/2020,4.9,5,4.3,5.5
3/8/2020,4.6,4.7,4,5.4
3/9/2020,4.7,4.8,4.1,5.4
3/10/2020,4.3,4.3,3.7,5.4
3/11/2020,4.6,4.6,3.9,5.6
3/12/2020,4.2,4.2,3.5,5.7
3/13/2020,3.5,3.6,2.9,5.6
3/14/2020,3.7,3.6,3,5.5
3/15/2020,3.2,2.8,2.5,5.3
3/16/2020,3.6,3.4,2.7,5.6
3/17/2020,4.1,3.8,3,5.8
3/18/2020,4.7,4.4,3.7,5.9
3/19/2020,4.6,4.3,3.6,5.9
3/20/2020,5,4.7,4,5.9
3/21/2020,4.9,4.7,4.1,6
3/22/2020,4.8,4.6,3.9,5.9
3/23/2020,4.9,4.9,4.2,5.9
3/24/2020,4.6,4.6,3.9,5.8
3/25/2020,4.4,4.3,3.4,5.7
3/26/2020,4.3,4.4,3.6,5.8
3/27/2020,4.6,4.7,4,5.8
3/28/2020,5.4,5.3,4.8,5.9
3/29/2020,5.5,5.4,4.8,6.1
3/30/2020,4.3,4.6,4,6
3/31/2020,3.5,3.9,3.6,5.8
4/1/2020,4.1,4.5,4,5.8
4/2/2020,4.4,4.7,4.1,5.7
4/3/2020,4.4,4.6,4.1,5.8
4/4/2020,4.5,4.7,4.2,5.9
4/5/2020,5.4,5.4,5,6.1
4/6/2020,5.4,5.3,5,6.4
4/7/2020,5.9,5.9,5.3,6.3
4/8/2020,5.8,5.6,5.1,6.3
4/9/2020,6,5.9,5.4,6.3
4/10/2020,6.3,6.1,5.6,6.4
4/11/2020,6.5,6.3,5.8,6.5
4/12/2020,5.5,5.4,4.9,6.5
4/13/2020,5.3,5.3,4.7,6.4
4/14/2020,5.7,5.6,5.1,6.3
4/15/2020,5.9,6.1,5.4,6.3
4/16/2020,6.1,6.2,5.4,6.4
4/17/2020,5.9,5.9,5.3,6.3
4/18/2020,5.8,5.8,5.3,6.3
4/19/2020,6.7,6.7,6.1,6.2
4/20/2020,6.7,6.9,6.2,6.6
4/21/2020,6.9,6.9,6.4,6.6
4/22/2020,6.1,6.2,5.9,6.6
4/23/2020,6.2,6.3,6.2,6.6
4/24/2020,5.9,6.1,6.1,6.8
4/25/2020,6.1,6.3,6.1,6.8
4/26/2020,6.3,6.4,6.1,6.8
4/27/2020,6.7,6.7,6.7,6.8
4/28/2020,7.1,7,7.1,6.9
4/29/2020,7,6.9,7,7.2
4/30/2020,6.8,6.6,6.6,7
5/1/2020,6.1,6,5.9,7
5/2/2020,6.6,6.5,6.4,7
5/3/2020,6,6.1,5.7,6.7
5/4/2020,6.3,6.2,6.1,6.8
5/5/2020,7.7,7.5,7.1,7
5/6/2020,7.2,7.1,6.6,7.1
5/7/2020,6.9,6.8,6.4,7.2
5/8/2020,8,7.9,7.4,7.3
5/9/2020,8.6,8.4,8.2,7.2
5/10/2020,8.9,8.5,8.7,7.4
5/11/2020,8.3,7.8,8.1,7.6
5/12/2020,7.6,7.2,7.4,7.2
5/13/2020,7.5,7,7.1,6.9
5/14/2020,7.3,6.9,6.9,6.9
5/15/2020,8.1,7.6,7.5,7
5/16/2020,8,7.4,7.5,7.3
5/17/2020,8.2,7.8,7.6,7.1
5/18/2020,7.9,7.6,7.4,7.1
5/19/2020,7.4,7.1,7.1,7
5/20/2020,7.3,7.1,7.1,7.1
5/21/2020,7.1,6.9,6.8,7
5/22/2020,6.6,6.6,6.2,7.1
5/23/2020,7.8,7.6,7.1,7.2
5/24/2020,8.3,8.2,7.6,7.6
5/25/2020,8.3,8,7.7,7.8
5/26/2020,9.3,9,8.7,7.6
5/27/2020,9.9,9.4,9.4,7.8
5/28/2020,10.5,9.7,9.9,8
5/29/2020,11,10.2,10.6,7.9
5/30/2020,10.1,9.4,9.6,7.9
5/31/2020,9.3,8.7,8.8,7.7
6/1/2020,10.1,9.2,9.3,7.7
6/2/2020,9.6,8.9,8.9,9.2
6/3/2020,10.1,9.4,9.5,10.4
6/4/2020,10.5,9.8,9.9,10.9
6/5/2020,9.9,9.2,9.5,11.4
6/6/2020,8.9,8.5,8.7,11
6/7/2020,8.2,7.9,7.9,11.1
6/8/2020,8.2,8,7.9,11.1
6/9/2020,8.5,8.1,8.4,11.1
