date,lat,lon,Precip_mean,Air_Temp_mean,year,Air_Temp_cumsum,Precip_cumsum
6/23/2012,44.7095361,-122.1926893,14.93345327,10.22123321,2012,1113.77124,1761.746268
6/24/2012,44.7095361,-122.1926893,1.652965083,11.47987924,2012,1125.251119,1763.399233
6/25/2012,44.7095361,-122.1926893,7.487390245,10.53079841,2012,1135.781918,1770.886623
6/26/2012,44.7095361,-122.1926893,6.489067708,9.717977384,2012,1145.499895,1777.375691
6/27/2012,44.7095361,-122.1926893,0,14.86577768,2012,1160.365673,1777.375691
6/28/2012,44.7095361,-122.1926893,0,15.78104779,2012,1176.146721,1777.375691
6/29/2012,44.7095361,-122.1926893,0.382777866,17.46718592,2012,1193.613907,1777.758469
6/30/2012,44.7095361,-122.1926893,4.259630536,16.87867893,2012,1210.492585,1782.018099
7/1/2012,44.7095361,-122.1926893,0.411723362,16.27883568,2012,1226.771421,1782.429823
7/2/2012,44.7095361,-122.1926893,0.279834054,15.7949451,2012,1242.566366,1782.709657
7/3/2012,44.7095361,-122.1926893,1.528811089,10.97111402,2012,1253.53748,1784.238468
7/4/2012,44.7095361,-122.1926893,0,13.86585027,2012,1267.403331,1784.238468
7/5/2012,44.7095361,-122.1926893,0,16.65741193,2012,1284.060742,1784.238468
7/6/2012,44.7095361,-122.1926893,0,19.03402762,2012,1303.09477,1784.238468
7/7/2012,44.7095361,-122.1926893,0,20.67076191,2012,1323.765532,1784.238468
7/8/2012,44.7095361,-122.1926893,0.041419945,22.27862285,2012,1346.044155,1784.279888
7/9/2012,44.7095361,-122.1926893,0,20.79890792,2012,1366.843063,1784.279888
7/10/2012,44.7095361,-122.1926893,0.013441711,19.44354472,2012,1386.286607,1784.29333
7/11/2012,44.7095361,-122.1926893,0,20.8145946,2012,1407.101202,1784.29333
7/12/2012,44.7095361,-122.1926893,0.216645742,18.95892243,2012,1426.060124,1784.509975
7/13/2012,44.7095361,-122.1926893,0,19.09128109,2012,1445.151406,1784.509975
7/14/2012,44.7095361,-122.1926893,0,18.79998922,2012,1463.951395,1784.509975
7/15/2012,44.7095361,-122.1926893,0.101064916,15.87918344,2012,1479.830578,1784.61104
7/16/2012,44.7095361,-122.1926893,0,15.46148529,2012,1495.292064,1784.61104
7/17/2012,44.7095361,-122.1926893,0.948526542,18.40517015,2012,1513.697234,1785.559567
7/18/2012,44.7095361,-122.1926893,0.278964764,16.60415324,2012,1530.301387,1785.838532
7/19/2012,44.7095361,-122.1926893,0.572132825,20.93082633,2012,1551.232213,1786.410664
7/20/2012,44.7095361,-122.1926893,1.361022446,15.39995163,2012,1566.632165,1787.771687
7/21/2012,44.7095361,-122.1926893,0,18.23873891,2012,1584.870904,1787.771687
7/22/2012,44.7095361,-122.1926893,0,15.0219607,2012,1599.892864,1787.771687
7/23/2012,44.7095361,-122.1926893,0,15.33510288,2012,1615.227967,1787.771687
7/24/2012,44.7095361,-122.1926893,0,17.3910841,2012,1632.619051,1787.771687
7/25/2012,44.7095361,-122.1926893,0,20.51022145,2012,1653.129273,1787.771687
7/26/2012,44.7095361,-122.1926893,0,21.06000898,2012,1674.189282,1787.771687
7/27/2012,44.7095361,-122.1926893,0.0220024,16.54521481,2012,1690.734497,1787.793689
7/28/2012,44.7095361,-122.1926893,0,16.87298174,2012,1707.607478,1787.793689
7/29/2012,44.7095361,-122.1926893,0,17.59981729,2012,1725.207296,1787.793689
7/30/2012,44.7095361,-122.1926893,0,17.82013037,2012,1743.027426,1787.793689
7/31/2012,44.7095361,-122.1926893,0,17.5263298,2012,1760.553756,1787.793689
8/1/2012,44.7095361,-122.1926893,0,17.74546304,2012,1778.299219,1787.793689
8/2/2012,44.7095361,-122.1926893,0,17.63559525,2012,1795.934814,1787.793689
8/3/2012,44.7095361,-122.1926893,0,20.09333596,2012,1816.02815,1787.793689
8/4/2012,44.7095361,-122.1926893,0,24.93622259,2012,1840.964373,1787.793689
8/5/2012,44.7095361,-122.1926893,1.097651918,22.73078467,2012,1863.695157,1788.891341
8/6/2012,44.7095361,-122.1926893,0,22.8962503,2012,1886.591408,1788.891341
8/7/2012,44.7095361,-122.1926893,0,21.43690243,2012,1908.02831,1788.891341
8/8/2012,44.7095361,-122.1926893,0,18.24378319,2012,1926.272093,1788.891341
8/9/2012,44.7095361,-122.1926893,0,18.18158926,2012,1944.453683,1788.891341
8/10/2012,44.7095361,-122.1926893,0,18.25817252,2012,1962.711855,1788.891341
8/11/2012,44.7095361,-122.1926893,0,20.27244702,2012,1982.984302,1788.891341
8/12/2012,44.7095361,-122.1926893,0,23.66128243,2012,2006.645585,1788.891341
8/13/2012,44.7095361,-122.1926893,0,23.1818016,2012,2029.827386,1788.891341
8/14/2012,44.7095361,-122.1926893,0,22.21906972,2012,2052.046456,1788.891341
8/15/2012,44.7095361,-122.1926893,0,23.66115715,2012,2075.707613,1788.891341
8/16/2012,44.7095361,-122.1926893,0,24.93675338,2012,2100.644366,1788.891341
8/17/2012,44.7095361,-122.1926893,0,24.96947182,2012,2125.613838,1788.891341
8/18/2012,44.7095361,-122.1926893,0,21.69426206,2012,2147.3081,1788.891341
8/19/2012,44.7095361,-122.1926893,0.123864931,19.55392714,2012,2166.862027,1789.015206
8/20/2012,44.7095361,-122.1926893,0,19.45855601,2012,2186.320583,1789.015206
8/21/2012,44.7095361,-122.1926893,0,17.90194158,2012,2204.222525,1789.015206
8/22/2012,44.7095361,-122.1926893,0.818097043,17.2237088,2012,2221.446234,1789.833303
8/23/2012,44.7095361,-122.1926893,0,14.40767773,2012,2235.853912,1789.833303
8/24/2012,44.7095361,-122.1926893,0,15.4210856,2012,2251.274997,1789.833303
8/25/2012,44.7095361,-122.1926893,0,18.16928908,2012,2269.444286,1789.833303
8/26/2012,44.7095361,-122.1926893,0,17.14046972,2012,2286.584756,1789.833303
8/27/2012,44.7095361,-122.1926893,0,16.79043365,2012,2303.37519,1789.833303
8/28/2012,44.7095361,-122.1926893,0,15.04904816,2012,2318.424238,1789.833303
8/29/2012,44.7095361,-122.1926893,0,14.69054995,2012,2333.114788,1789.833303
8/30/2012,44.7095361,-122.1926893,0,16.68859605,2012,2349.803384,1789.833303
8/31/2012,44.7095361,-122.1926893,0,15.56912349,2012,2365.372507,1789.833303
9/1/2012,44.7095361,-122.1926893,0,15.0791552,2012,2380.451662,1789.833303
9/2/2012,44.7095361,-122.1926893,0,15.59521866,2012,2396.046881,1789.833303
9/3/2012,44.7095361,-122.1926893,0,17.23042637,2012,2413.277307,1789.833303
9/4/2012,44.7095361,-122.1926893,0,18.30417515,2012,2431.581483,1789.833303
9/5/2012,44.7095361,-122.1926893,0,20.3339493,2012,2451.915432,1789.833303
9/6/2012,44.7095361,-122.1926893,0,20.32102558,2012,2472.236458,1789.833303
9/7/2012,44.7095361,-122.1926893,0,22.66471274,2012,2494.90117,1789.833303
9/8/2012,44.7095361,-122.1926893,0,19.35403256,2012,2514.255203,1789.833303
9/9/2012,44.7095361,-122.1926893,0,14.67179165,2012,2528.926994,1789.833303
9/10/2012,44.7095361,-122.1926893,2.17239529,10.6869067,2012,2539.613901,1792.005698
9/11/2012,44.7095361,-122.1926893,0,12.87331019,2012,2552.487211,1792.005698
9/12/2012,44.7095361,-122.1926893,0,17.14943341,2012,2569.636645,1792.005698
9/13/2012,44.7095361,-122.1926893,0,20.92247896,2012,2590.559124,1792.005698
9/14/2012,44.7095361,-122.1926893,0,21.82068778,2012,2612.379812,1792.005698
9/15/2012,44.7095361,-122.1926893,0,19.57702992,2012,2631.956841,1792.005698
9/16/2012,44.7095361,-122.1926893,0,17.74884802,2012,2649.705689,1792.005698
9/17/2012,44.7095361,-122.1926893,0,21.10649728,2012,2670.812187,1792.005698
9/18/2012,44.7095361,-122.1926893,0,20.60350318,2012,2691.41569,1792.005698
9/19/2012,44.7095361,-122.1926893,0,19.1834102,2012,2710.5991,1792.005698
9/20/2012,44.7095361,-122.1926893,0,17.12820642,2012,2727.727307,1792.005698
9/21/2012,44.7095361,-122.1926893,0.01962468,14.21831949,2012,2741.945626,1792.025323
9/22/2012,44.7095361,-122.1926893,0,15.33184999,2012,2757.277476,1792.025323
9/23/2012,44.7095361,-122.1926893,0.394421034,14.16728795,2012,2771.444764,1792.419744
9/24/2012,44.7095361,-122.1926893,0,15.14995283,2012,2786.594717,1792.419744
9/25/2012,44.7095361,-122.1926893,0,14.88870303,2012,2801.48342,1792.419744
9/26/2012,44.7095361,-122.1926893,0,14.8202434,2012,2816.303663,1792.419744
9/27/2012,44.7095361,-122.1926893,0,18.07464367,2012,2834.378307,1792.419744
9/28/2012,44.7095361,-122.1926893,0,18.87539434,2012,2853.253701,1792.419744
9/29/2012,44.7095361,-122.1926893,0,17.01522373,2012,2870.268925,1792.419744
9/30/2012,44.7095361,-122.1926893,0,16.16120955,2012,2886.430134,1792.419744
10/1/2012,44.7095361,-122.1926893,0,18.70770018,2012,2905.137835,1792.419744
10/2/2012,44.7095361,-122.1926893,0.483073479,14.56700833,2012,2919.704843,1792.902818
10/3/2012,44.7095361,-122.1926893,0,11.96647126,2012,2931.671314,1792.902818
10/4/2012,44.7095361,-122.1926893,0,12.00031144,2012,2943.671626,1792.902818
10/5/2012,44.7095361,-122.1926893,0,11.9207304,2012,2955.592356,1792.902818
10/6/2012,44.7095361,-122.1926893,0,12.70621299,2012,2968.298569,1792.902818
10/7/2012,44.7095361,-122.1926893,0,14.52363245,2012,2982.822202,1792.902818
10/8/2012,44.7095361,-122.1926893,0,13.20789878,2012,2996.0301,1792.902818
10/9/2012,44.7095361,-122.1926893,0,12.43664586,2012,3008.466746,1792.902818
10/10/2012,44.7095361,-122.1926893,0,13.49905301,2012,3021.965799,1792.902818
10/11/2012,44.7095361,-122.1926893,0,13.19758278,2012,3035.163382,1792.902818
10/12/2012,44.7095361,-122.1926893,24.99064694,9.127038329,2012,3044.29042,1817.893465
10/13/2012,44.7095361,-122.1926893,3.09273758,11.74894437,2012,3056.039365,1820.986202
10/14/2012,44.7095361,-122.1926893,13.41854684,12.11805672,2012,3068.157421,1834.404749
10/15/2012,44.7095361,-122.1926893,61.54085099,12.82510377,2012,3080.982525,1895.9456
10/16/2012,44.7095361,-122.1926893,17.50836922,8.583610432,2012,3089.566136,1913.453969
10/17/2012,44.7095361,-122.1926893,0.011957122,9.168645729,2012,3098.734781,1913.465926
10/18/2012,44.7095361,-122.1926893,1.210307707,11.99178178,2012,3110.726563,1914.676234
10/19/2012,44.7095361,-122.1926893,26.3161568,8.817086399,2012,3119.543649,1940.992391
10/20/2012,44.7095361,-122.1926893,18.17910566,5.138442282,2012,3124.682092,1959.171496
10/21/2012,44.7095361,-122.1926893,11.78211486,4.597618462,2012,3129.27971,1970.953611
10/22/2012,44.7095361,-122.1926893,17.13665373,3.377920402,2012,3132.657631,1988.090265
10/23/2012,44.7095361,-122.1926893,8.002470685,3.548180305,2012,3136.205811,1996.092736
10/24/2012,44.7095361,-122.1926893,10.99113736,3.892923605,2012,3140.098735,2007.083873
10/25/2012,44.7095361,-122.1926893,0.575643447,5.895835697,2012,3145.99457,2007.659517
10/26/2012,44.7095361,-122.1926893,0.565128405,5.493737775,2012,3151.488308,2008.224645
10/27/2012,44.7095361,-122.1926893,43.39054361,7.367245633,2012,3158.855554,2051.615189
10/28/2012,44.7095361,-122.1926893,38.67346139,11.61930558,2012,3170.474859,2090.28865
10/29/2012,44.7095361,-122.1926893,13.40344967,12.2353315,2012,3182.710191,2103.6921
