date,lat,lon,Precip_mean,Air_Temp_mean,Surf_Radiation_mean,Wind_Velocity_mean,Air_Temp_cumsum,Precip_cumsum,Surf_Radiation_cumsum,Wind_Velocity_cumsum,year
2018-01-01,44.712500000000006,-122.20416663333334,0.0,4.6875,82.41250000000001,3.55,4.6875,0.0,82.41250000000001,3.55,2018
2018-01-02,44.712500000000006,-122.20416663333334,0.0,3.6312500000000227,79.5125,4.25,8.318750000000023,0.0,161.925,7.8,2018
2018-01-03,44.712500000000006,-122.20416663333334,0.0,5.962500000000034,58.7375,3.725,14.281250000000057,0.0,220.66250000000002,11.525,2018
2018-01-04,44.712500000000006,-122.20416663333334,1.1,5.768750000000011,35.075,4.225,20.050000000000068,1.1,255.7375,15.75,2018
2018-01-05,44.712500000000006,-122.20416663333334,7.375,5.350000000000023,44.175,7.7,25.40000000000009,8.475,299.9125,23.45,2018
2018-01-06,44.712500000000006,-122.20416663333334,1.375,2.7687500000000114,67.875,4.0625,28.168750000000102,9.85,367.7875,27.5125,2018
2018-01-07,44.712500000000006,-122.20416663333334,0.55,3.40625,33.675,3.6875,31.575000000000102,10.4,401.4625,31.2,2018
2018-01-08,44.712500000000006,-122.20416663333334,4.0375000000000005,5.15625,39.5625,2.975,36.7312500000001,14.4375,441.025,34.175,2018
2018-01-09,44.712500000000006,-122.20416663333334,19.425,3.8000000000000114,37.8625,5.2,40.531250000000114,33.8625,478.8875,39.375,2018
2018-01-10,44.712500000000006,-122.20416663333334,6.525,2.7625000000000455,35.65,6.525,43.29375000000016,40.3875,514.5375,45.9,2018
2018-01-11,44.712500000000006,-122.20416663333334,48.2375,5.3875000000000455,32.9875,13.525,48.681250000000205,88.625,547.525,59.425,2018
2018-01-12,44.712500000000006,-122.20416663333334,1.5625,5.3125,73.9375,7.7250000000000005,53.993750000000205,90.1875,621.4625,67.15,2018
2018-01-13,44.712500000000006,-122.20416663333334,0.23750000000000002,7.875,95.1625,3.6750000000000003,61.868750000000205,90.425,716.625,70.825,2018
2018-01-14,44.712500000000006,-122.20416663333334,0.3875,8.918750000000045,94.8,4.5875,70.78750000000025,90.8125,811.425,75.4125,2018
2018-01-15,44.712500000000006,-122.20416663333334,1.9875,6.7000000000000455,80.0625,5.525,77.4875000000003,92.8,891.4875,80.9375,2018
2018-01-16,44.712500000000006,-122.20416663333334,7.875,5.212500000000034,79.6375,5.4750000000000005,82.70000000000033,100.675,971.125,86.41250000000001,2018
2018-01-17,44.712500000000006,-122.20416663333334,19.4,7.550000000000011,26.6375,10.35,90.25000000000034,120.075,997.7625,96.7625,2018
2018-01-18,44.712500000000006,-122.20416663333334,21.85,2.4375,48.975,8.9,92.68750000000034,141.925,1046.7375,105.66250000000001,2018
2018-01-19,44.712500000000006,-122.20416663333334,11.4625,1.0187500000000114,58.425000000000004,7.95,93.70625000000035,153.3875,1105.1625,113.6125,2018
2018-01-20,44.712500000000006,-122.20416663333334,5.775,1.1187499999999773,39.65,7.025,94.82500000000033,159.1625,1144.8125,120.6375,2018
2018-01-21,44.712500000000006,-122.20416663333334,12.9875,1.6750000000000114,36.2875,10.2625,96.50000000000034,172.15,1181.1,130.9,2018
2018-01-22,44.712500000000006,-122.20416663333334,10.2,1.806250000000034,53.8875,4.8875,98.30625000000038,182.35,1234.9875,135.7875,2018
2018-01-23,44.712500000000006,-122.20416663333334,29.9125,2.2250000000000227,45.487500000000004,10.675,100.5312500000004,212.2625,1280.475,146.4625,2018
2018-01-24,44.712500000000006,-122.20416663333334,23.450000000000003,1.7687500000000682,53.625,10.3875,102.30000000000047,235.7125,1334.1,156.85,2018
2018-01-25,44.712500000000006,-122.20416663333334,20.8625,-0.18124999999997726,51.6,10.15,102.11875000000049,256.575,1385.7,167.0,2018
2018-01-26,44.712500000000006,-122.20416663333334,12.875,0.36874999999997726,75.66250000000001,8.9125,102.48750000000047,269.45,1461.3625,175.9125,2018
2018-01-27,44.712500000000006,-122.20416663333334,27.375,2.4875000000000114,57.6875,11.0,104.97500000000048,296.825,1519.05,186.9125,2018
2018-01-28,44.712500000000006,-122.20416663333334,1.8000000000000003,6.518750000000011,109.5375,5.45,111.49375000000049,298.625,1628.5875,192.3625,2018
2018-01-29,44.712500000000006,-122.20416663333334,17.575000000000003,6.4812500000000455,45.2875,8.850000000000001,117.97500000000053,316.2,1673.875,201.2125,2018
2018-01-30,44.712500000000006,-122.20416663333334,7.1625000000000005,2.1812499999999773,57.0,5.375,120.15625000000051,323.3625,1730.875,206.5875,2018
2018-01-31,44.712500000000006,-122.20416663333334,0.0375,2.1000000000000227,64.4,3.375,122.25625000000053,323.40000000000003,1795.275,209.9625,2018
2018-02-01,44.712500000000006,-122.20416663333334,8.775,3.9875000000000114,39.2875,5.1000000000000005,126.24375000000055,332.175,1834.5625,215.0625,2018
2018-02-02,44.712500000000006,-122.20416663333334,8.7,7.693750000000023,71.8125,7.4,133.93750000000057,340.875,1906.375,222.4625,2018
2018-02-03,44.712500000000006,-122.20416663333334,1.6875,7.625,69.3625,4.25,141.56250000000057,342.5625,1975.7375,226.7125,2018
2018-02-04,44.712500000000006,-122.20416663333334,0.0,8.243750000000034,66.6125,4.300000000000001,149.8062500000006,342.5625,2042.35,231.01250000000002,2018
2018-02-05,44.712500000000006,-122.20416663333334,0.0,6.206250000000068,98.8375,2.8000000000000003,156.01250000000067,342.5625,2141.1875,233.8125,2018
2018-02-06,44.712500000000006,-122.20416663333334,0.0,5.837500000000034,99.775,2.2375000000000003,161.8500000000007,342.5625,2240.9625,236.05,2018
2018-02-07,44.712500000000006,-122.20416663333334,0.0,8.318750000000023,126.75,1.9249999999999998,170.16875000000073,342.5625,2367.7125,237.975,2018
2018-02-08,44.712500000000006,-122.20416663333334,0.0,8.774999999999977,117.5375,4.025,178.9437500000007,342.5625,2485.25,242.0,2018
2018-02-09,44.712500000000006,-122.20416663333334,0.0875,4.40625,117.85,2.9375,183.3500000000007,342.65000000000003,2603.1,244.9375,2018
2018-02-10,44.712500000000006,-122.20416663333334,0.0,2.8687499999999773,143.7,3.125,186.21875000000068,342.65000000000003,2746.8,248.0625,2018
2018-02-11,44.712500000000006,-122.20416663333334,0.65,1.118750000000034,39.987500000000004,3.475,187.33750000000072,343.3,2786.7875,251.5375,2018
2018-02-12,44.712500000000006,-122.20416663333334,0.0,-0.9437499999999659,148.1375,4.275,186.39375000000075,343.3,2934.925,255.8125,2018
2018-02-13,44.712500000000006,-122.20416663333334,1.3,3.0187500000000114,144.1,3.3875,189.41250000000076,344.6,3079.025,259.2,2018
2018-02-14,44.712500000000006,-122.20416663333334,16.6,1.3937500000000114,60.2875,6.675000000000001,190.80625000000077,361.2,3139.3125,265.875,2018
2018-02-15,44.712500000000006,-122.20416663333334,3.275,1.368750000000034,81.95,4.35,192.1750000000008,364.475,3221.2625,270.225,2018
2018-02-16,44.712500000000006,-122.20416663333334,6.9125000000000005,1.118750000000034,55.362500000000004,6.0875,193.29375000000084,371.3875,3276.625,276.3125,2018
2018-02-17,44.712500000000006,-122.20416663333334,27.0625,2.493750000000034,72.4375,12.3125,195.78750000000088,398.45,3349.0625,288.625,2018
2018-02-18,44.712500000000006,-122.20416663333334,16.2375,-2.1124999999999545,97.75,9.825000000000001,193.67500000000092,414.6875,3446.8125,298.45,2018
2018-02-19,44.712500000000006,-122.20416663333334,0.2625,-4.149999999999977,90.8375,3.4625000000000004,189.52500000000094,414.95,3537.65,301.9125,2018
2018-02-20,44.712500000000006,-122.20416663333334,6.9,-3.4750000000000227,45.462500000000006,4.7,186.05000000000092,421.85,3583.1125,306.6125,2018
2018-02-21,44.712500000000006,-122.20416663333334,5.0125,-2.4249999999999545,116.975,2.75,183.62500000000097,426.8625,3700.0875,309.3625,2018
2018-02-22,44.712500000000006,-122.20416663333334,3.3875,-4.599999999999966,96.3,4.7625,179.025000000001,430.25,3796.3875,314.125,2018
2018-02-23,44.712500000000006,-122.20416663333334,3.0625,-5.9562499999999545,108.2375,5.0375000000000005,173.06875000000105,433.3125,3904.625,319.1625,2018
2018-02-24,44.712500000000006,-122.20416663333334,22.0625,-0.47500000000002274,81.2125,9.7375,172.59375000000102,455.375,3985.8375,328.90000000000003,2018
2018-02-25,44.712500000000006,-122.20416663333334,38.4125,-0.7624999999999886,115.7375,11.425,171.83125000000103,493.7875,4101.575,340.325,2018
2018-02-26,44.712500000000006,-122.20416663333334,1.7375,-1.15625,135.70000000000002,3.2625,170.67500000000103,495.52500000000003,4237.275,343.58750000000003,2018
2018-02-27,44.712500000000006,-122.20416663333334,2.0625,-1.7124999999999773,106.2125,3.9875000000000003,168.96250000000106,497.58750000000003,4343.4875,347.575,2018
2018-02-28,44.712500000000006,-122.20416663333334,23.925,1.1437500000000114,98.2625,9.012500000000001,170.10625000000107,521.5125,4441.75,356.58750000000003,2018
