date,lat,lon,Precip_mean,Air_Temp_mean,Surf_Radiation_mean,Wind_Velocity_mean,Air_Temp_cumsum,Precip_cumsum,Surf_Radiation_cumsum,Wind_Velocity_cumsum,year
2020-01-01,44.712500000000006,-122.20416663333334,18.825,4.9375,28.3,9.4375,4.9375,18.825,28.3,9.4375,2020
2020-01-02,44.712500000000006,-122.20416663333334,1.2125000000000001,3.3187500000000227,42.3875,8.025,8.256250000000023,20.037499999999998,70.6875,17.4625,2020
2020-01-03,44.712500000000006,-122.20416663333334,8.35,5.181249999999977,73.7875,10.275,13.4375,28.3875,144.475,27.7375,2020
2020-01-04,44.712500000000006,-122.20416663333334,10.1625,1.5249999999999773,72.325,7.9,14.962499999999977,38.55,216.8,35.6375,2020
2020-01-05,44.712500000000006,-122.20416663333334,18.875,0.6625000000000227,29.7375,9.9875,15.625,57.425,246.5375,45.625,2020
2020-01-06,44.712500000000006,-122.20416663333334,21.225,2.0812500000000114,32.1625,13.0375,17.70625000000001,78.65,278.7,58.6625,2020
2020-01-07,44.712500000000006,-122.20416663333334,16.1375,3.6687500000000455,45.0625,10.075,21.375000000000057,94.7875,323.7625,68.7375,2020
2020-01-08,44.712500000000006,-122.20416663333334,18.5125,0.8687499999999773,42.9125,6.875,22.243750000000034,113.3,366.675,75.6125,2020
2020-01-09,44.712500000000006,-122.20416663333334,4.737500000000001,-0.53125,70.05000000000001,2.875,21.712500000000034,118.0375,436.725,78.4875,2020
2020-01-10,44.712500000000006,-122.20416663333334,36.025,1.1062500000000455,27.85,11.8625,22.81875000000008,154.0625,464.57500000000005,90.35,2020
2020-01-11,44.712500000000006,-122.20416663333334,25.4375,0.5625,44.462500000000006,11.975,23.38125000000008,179.5,509.0375,102.325,2020
2020-01-12,44.712500000000006,-122.20416663333334,34.712500000000006,0.22500000000002274,35.45,12.9375,23.606250000000102,214.2125,544.4875000000001,115.2625,2020
2020-01-13,44.712500000000006,-122.20416663333334,12.9375,-0.5562499999999773,36.2,10.0375,23.050000000000125,227.15,580.6875,125.3,2020
2020-01-14,44.712500000000006,-122.20416663333334,6.3375,-3.412499999999966,52.462500000000006,5.45,19.63750000000016,233.4875,633.1500000000001,130.75,2020
2020-01-15,44.712500000000006,-122.20416663333334,17.212500000000002,-2.474999999999966,64.4,10.2625,17.162500000000193,250.70000000000002,697.5500000000001,141.0125,2020
2020-01-16,44.712500000000006,-122.20416663333334,10.3375,-1.5,73.45,3.8375,15.662500000000193,261.0375,771.0,144.85,2020
2020-01-17,44.712500000000006,-122.20416663333334,18.475,-1.6437499999999545,47.825,7.7125,14.018750000000239,279.5125,818.825,152.5625,2020
2020-01-18,44.712500000000006,-122.20416663333334,13.6875,1.5062500000000227,39.900000000000006,9.725,15.525000000000261,293.2,858.725,162.2875,2020
2020-01-19,44.712500000000006,-122.20416663333334,0.9125000000000001,4.487500000000011,60.5375,5.175000000000001,20.012500000000273,294.1125,919.2625,167.4625,2020
2020-01-20,44.712500000000006,-122.20416663333334,5.4625,4.425000000000068,70.95,4.45,24.43750000000034,299.575,990.2125000000001,171.9125,2020
2020-01-21,44.712500000000006,-122.20416663333334,16.2,3.2062500000000114,50.775,9.7,27.643750000000352,315.77500000000003,1040.9875,181.6125,2020
2020-01-22,44.712500000000006,-122.20416663333334,21.8625,3.3000000000000114,42.2,9.9125,30.943750000000364,337.6375,1083.1875,191.525,2020
2020-01-23,44.712500000000006,-122.20416663333334,22.0875,5.056249999999977,42.9625,10.0875,36.00000000000034,359.725,1126.15,201.6125,2020
2020-01-24,44.712500000000006,-122.20416663333334,8.7125,4.28125,52.7625,7.0125,40.28125000000034,368.4375,1178.9125000000001,208.625,2020
2020-01-25,44.712500000000006,-122.20416663333334,13.5875,5.4375,77.67500000000001,6.3500000000000005,45.71875000000034,382.02500000000003,1256.5875,214.975,2020
2020-01-26,44.712500000000006,-122.20416663333334,16.3375,4.1062500000000455,60.4125,9.425,49.82500000000039,398.3625,1317.0,224.4,2020
2020-01-27,44.712500000000006,-122.20416663333334,28.425,3.4437500000000227,53.4125,10.0125,53.26875000000041,426.7875,1370.4125000000001,234.4125,2020
2020-01-28,44.712500000000006,-122.20416663333334,30.950000000000003,3.1499999999999773,33.325,10.925,56.41875000000039,457.7375,1403.7375000000002,245.3375,2020
2020-01-29,44.712500000000006,-122.20416663333334,13.6,2.96875,42.25,7.2875000000000005,59.38750000000039,471.33750000000003,1445.9875000000002,252.625,2020
2020-01-30,44.712500000000006,-122.20416663333334,2.3000000000000003,4.456250000000011,97.15,5.3500000000000005,63.8437500000004,473.6375,1543.1375,257.975,2020
