date,lat,lon,Precip_mean,Air_Temp_mean,Surf_Radiation_mean,Wind_Velocity_mean,Air_Temp_cumsum,Precip_cumsum,Surf_Radiation_cumsum,Wind_Velocity_cumsum,year
2016-01-01,44.712500000000006,-122.20416663333334,0.0,-3.34375,92.6875,8.125,-3.34375,0.0,92.6875,8.125,2016
2016-01-02,44.712500000000006,-122.20416663333334,0.925,-5.4249999999999545,93.0875,6.575,-8.768749999999955,0.925,185.775,14.7,2016
2016-01-03,44.712500000000006,-122.20416663333334,4.175,-3.6687499999999886,34.175000000000004,5.825,-12.437499999999943,5.1,219.95000000000002,20.525,2016
2016-01-04,44.712500000000006,-122.20416663333334,1.4875,1.6937500000000227,67.2125,3.2625,-10.74374999999992,6.5874999999999995,287.1625,23.7875,2016
2016-01-05,44.712500000000006,-122.20416663333334,1.875,2.3250000000000455,49.2875,4.9125000000000005,-8.418749999999875,8.4625,336.45000000000005,28.700000000000003,2016
2016-01-06,44.712500000000006,-122.20416663333334,1.0375,2.2562500000000227,79.6875,3.6375,-6.162499999999852,9.5,416.13750000000005,32.3375,2016
2016-01-07,44.712500000000006,-122.20416663333334,1.5875,2.2062500000000114,34.1375,2.9375,-3.956249999999841,11.0875,450.27500000000003,35.275,2016
2016-01-08,44.712500000000006,-122.20416663333334,0.325,2.5125000000000455,91.5375,3.4125,-1.4437499999997954,11.4125,541.8125,38.6875,2016
2016-01-09,44.712500000000006,-122.20416663333334,3.8875,1.7687500000000682,26.625,4.45,0.32500000000027285,15.3,568.4375,43.1375,2016
2016-01-10,44.712500000000006,-122.20416663333334,0.1625,2.1125000000000114,97.4,3.8125,2.437500000000284,15.4625,665.8375,46.95,2016
2016-01-11,44.712500000000006,-122.20416663333334,8.1875,1.587500000000034,45.2375,6.7,4.025000000000318,23.65,711.075,53.65,2016
2016-01-12,44.712500000000006,-122.20416663333334,21.1875,3.5812500000000114,36.362500000000004,9.15,7.60625000000033,44.8375,747.4375,62.8,2016
2016-01-13,44.712500000000006,-122.20416663333334,21.075,2.8250000000000455,52.3875,7.4,10.431250000000375,65.9125,799.825,70.2,2016
2016-01-14,44.712500000000006,-122.20416663333334,7.5125,1.212500000000034,59.175000000000004,6.237500000000001,11.64375000000041,73.425,859.0,76.4375,2016
2016-01-15,44.712500000000006,-122.20416663333334,6.1625000000000005,2.5750000000000455,69.2375,7.0875,14.218750000000455,79.5875,928.2375000000001,83.525,2016
2016-01-16,44.712500000000006,-122.20416663333334,22.9625,3.53125,54.825,10.7,17.750000000000455,102.55,983.0625,94.225,2016
2016-01-17,44.712500000000006,-122.20416663333334,25.7375,3.1125000000000114,43.2875,7.6375,20.862500000000466,128.2875,1026.3500000000001,101.8625,2016
2016-01-18,44.712500000000006,-122.20416663333334,5.3875,4.306250000000034,81.23750000000001,7.5375,25.1687500000005,133.675,1107.5875,109.4,2016
2016-01-19,44.712500000000006,-122.20416663333334,27.150000000000002,2.28125,48.0375,8.25,27.4500000000005,160.825,1155.625,117.65,2016
2016-01-20,44.712500000000006,-122.20416663333334,8.6625,2.8187500000000227,69.175,8.65,30.268750000000523,169.4875,1224.8,126.3,2016
2016-01-21,44.712500000000006,-122.20416663333334,5.5,6.237500000000011,44.3875,8.9,36.506250000000534,174.9875,1269.1875,135.2,2016
2016-01-22,44.712500000000006,-122.20416663333334,5.3875,6.506250000000023,99.025,5.325000000000001,43.01250000000056,180.375,1368.2125,140.525,2016
2016-01-23,44.712500000000006,-122.20416663333334,13.925,4.112500000000011,76.9375,4.775,47.12500000000057,194.3,1445.15,145.3,2016
2016-01-24,44.712500000000006,-122.20416663333334,5.3875,2.8000000000000114,65.125,4.8500000000000005,49.92500000000058,199.6875,1510.275,150.15,2016
2016-01-25,44.712500000000006,-122.20416663333334,0.2625,4.9375,109.2375,4.75,54.86250000000058,199.95,1619.5125,154.9,2016
2016-01-26,44.712500000000006,-122.20416663333334,2.025,6.0437500000000455,43.225,4.9750000000000005,60.906250000000625,201.975,1662.7375,159.875,2016
2016-01-27,44.712500000000006,-122.20416663333334,2.9125,8.587500000000034,63.5,6.4750000000000005,69.49375000000066,204.8875,1726.2375,166.35,2016
2016-01-28,44.712500000000006,-122.20416663333334,29.6875,5.475000000000023,63.2625,9.9875,74.96875000000068,234.575,1789.5,176.3375,2016
2016-01-29,44.712500000000006,-122.20416663333334,24.975,2.806250000000034,55.6,9.725,77.77500000000072,259.55,1845.1000000000001,186.0625,2016
2016-01-30,44.712500000000006,-122.20416663333334,13.5875,0.375,52.3875,5.275,78.15000000000072,273.1375,1897.4875,191.3375,2016
2016-01-31,44.712500000000006,-122.20416663333334,1.8375000000000001,0.27499999999997726,51.65,2.75,78.4250000000007,274.975,1949.1375,194.0875,2016
2016-02-01,44.712500000000006,-122.20416663333334,1.8125,0.05000000000001137,93.0,3.4000000000000004,78.4750000000007,276.7875,2042.1375,197.4875,2016
2016-02-02,44.712500000000006,-122.20416663333334,0.55,0.125,71.16250000000001,4.9375,78.6000000000007,277.3375,2113.3,202.425,2016
2016-02-03,44.712500000000006,-122.20416663333334,10.8,1.1750000000000114,57.2625,7.725,79.77500000000072,288.1375,2170.5625,210.15,2016
2016-02-04,44.712500000000006,-122.20416663333334,15.2,2.2250000000000227,42.675000000000004,7.125,82.00000000000074,303.3375,2213.2375,217.275,2016
2016-02-05,44.712500000000006,-122.20416663333334,9.15,4.662500000000023,73.175,8.4625,86.66250000000076,312.4875,2286.4125,225.7375,2016
2016-02-06,44.712500000000006,-122.20416663333334,0.6625000000000001,4.537500000000023,96.5375,3.8249999999999997,91.20000000000078,313.15000000000003,2382.95,229.5625,2016
2016-02-07,44.712500000000006,-122.20416663333334,0.3875,8.262500000000045,120.0125,3.7125,99.46250000000083,313.5375,2502.9625,233.275,2016
2016-02-08,44.712500000000006,-122.20416663333334,0.125,11.125,135.5375,4.812500000000001,110.58750000000083,313.6625,2638.5,238.0875,2016
2016-02-09,44.712500000000006,-122.20416663333334,0.0625,10.712499999999977,137.6125,4.7,121.30000000000081,313.725,2776.1125,242.7875,2016
2016-02-10,44.712500000000006,-122.20416663333334,0.47500000000000003,8.143750000000011,114.1375,5.0375000000000005,129.44375000000082,314.2,2890.25,247.82500000000002,2016
2016-02-11,44.712500000000006,-122.20416663333334,2.0375,8.431249999999977,46.85,4.2125,137.8750000000008,316.2375,2937.1,252.0375,2016
2016-02-12,44.712500000000006,-122.20416663333334,11.9,6.7312500000000455,56.575,5.862500000000001,144.60625000000084,328.1375,2993.675,257.90000000000003,2016
2016-02-13,44.712500000000006,-122.20416663333334,15.025,4.243749999999977,92.85,8.0875,148.85000000000082,343.1625,3086.525,265.9875,2016
2016-02-14,44.712500000000006,-122.20416663333334,30.5,5.6375000000000455,68.5875,9.6,154.48750000000086,373.6625,3155.1125,275.58750000000003,2016
2016-02-15,44.712500000000006,-122.20416663333334,3.0375,9.15625,95.4,8.85,163.64375000000086,376.7,3250.5125000000003,284.4375,2016
2016-02-16,44.712500000000006,-122.20416663333334,2.975,7.9500000000000455,120.375,4.7250000000000005,171.5937500000009,379.675,3370.8875000000003,289.1625,2016
2016-02-17,44.712500000000006,-122.20416663333334,13.9375,7.4375,55.400000000000006,5.25,179.0312500000009,393.6125,3426.2875,294.4125,2016
2016-02-18,44.712500000000006,-122.20416663333334,21.2375,2.4624999999999773,62.587500000000006,11.5625,181.4937500000009,414.85,3488.875,305.975,2016
2016-02-19,44.712500000000006,-122.20416663333334,20.2375,2.9125000000000227,76.425,11.3125,184.4062500000009,435.08750000000003,3565.3,317.2875,2016
2016-02-20,44.712500000000006,-122.20416663333334,2.4875000000000003,2.493750000000034,115.3125,3.9,186.90000000000094,437.575,3680.6125,321.1875,2016
2016-02-21,44.712500000000006,-122.20416663333334,4.7875000000000005,2.4562500000000114,72.75,5.575,189.35625000000095,442.3625,3753.3625,326.7625,2016
2016-02-22,44.712500000000006,-122.20416663333334,0.925,3.5687500000000227,166.85000000000002,2.475,192.92500000000098,443.2875,3920.2125,329.2375,2016
